,completeness,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,sodium_100g
254,0.4,571.0,2389.0,46.43,5.36,28.57,3.57,21.43,1.08966,0.435864
255,0.4,661.0,2766.0,57.14,7.14,21.43,3.57,21.43,1.08966,0.435864
256,0.4,607.0,2540.0,57.14,7.14,21.43,3.57,17.86,0.58928,0.235712
257,0.4,520.0,2176.0,28.0,4.0,60.0,32.0,12.0,0.2032,0.08128
258,0.4,640.0,2678.0,64.0,6.0,12.0,0.0,16.0,0.0,0.0
259,0.4,530.0,2218.0,42.42,6.06,21.21,0.0,18.18,0.0,0.0
260,0.4,433.0,1812.0,26.67,3.33,46.67,33.33,13.33,0.127,0.0508
261,0.4,704.0,2946.0,70.42,7.04,14.08,3.52,10.56,0.0,0.0
262,0.4,667.0,2791.0,56.67,5.0,20.0,6.67,26.67,0.0,0.0
263,0.475,153.0,640.0,5.8,3.9,20.0,16.3,4.4,0.1,0.04
264,0.4,857.0,3586.0,100.0,14.29,0.0,0.0,0.0,0.0,0.0
265,0.4,0.0,0.0,0.0,0.0,4.0,0.0,11.6,11.176,4.4704
266,0.4,857.0,3586.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0
267,0.4,56.0,234.0,0.0,0.0,5.56,0.0,11.11,13.54582,5.418328
268,0.4,56.0,234.0,0.0,0.0,5.56,0.0,11.11,13.26388,5.305552
269,0.4,333.0,1393.0,0.0,0.0,86.67,86.67,0.0,0.03302,0.013208
270,0.4,308.0,1289.0,1.92,0.0,51.92,5.77,25.0,2.29616,0.918464
271,0.4,314.0,1314.0,1.43,0.0,57.14,8.57,22.86,1.81356,0.725424
272,0.4,300.0,1255.0,6.67,3.33,56.67,26.67,10.0,0.71882,0.287528
273,0.4,467.0,1954.0,26.67,10.0,53.33,36.67,10.0,0.21082,0.084328
274,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.4,525.0,2197.0,27.5,20.0,60.0,57.5,7.5,0.09652,0.038608
276,0.4,500.0,2092.0,41.18,11.76,17.65,2.94,26.47,0.97028,0.388112
277,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.4,500.0,2092.0,20.0,17.5,72.5,47.5,5.0,1.143,0.4572
279,0.275,97.0,406.0,6.1,2.9,9.1,3.6,2.9,0.9,0.36
280,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.4,225.0,941.0,1.25,0.0,42.5,0.0,10.0,0.0,0.0
282,0.4,385.0,1611.0,7.69,1.92,65.38,0.0,15.38,0.0,0.0
283,0.4,385.0,1611.0,7.69,1.92,65.38,0.0,15.38,0.0,0.0
284,0.4,350.0,1464.0,1.7,1.25,75.0,0.0,12.5,0.03048,0.012192
285,0.4,341.0,1427.0,2.44,0.0,73.17,0.0,12.2,0.0,0.0
286,0.4,286.0,1197.0,1.79,0.0,64.29,0.0,10.71,0.0,0.0
287,0.4,368.0,1540.0,2.63,0.0,76.32,0.0,13.16,0.0,0.0
288,0.4,375.0,1569.0,6.25,0.0,67.5,0.0,12.5,0.0,0.0
289,0.4,418.0,1749.0,16.36,1.82,60.0,16.36,12.73,0.02286,0.009144
290,0.4,370.0,1548.0,2.17,0.0,73.91,0.0,13.04,0.02794,0.011176
291,0.4,375.0,1569.0,3.12,0.0,75.0,0.0,12.5,0.0,0.0
292,0.4,360.0,1506.0,4.0,0.0,72.0,0.0,12.0,0.0,0.0
293,0.4,340.0,1423.0,2.13,0.0,72.34,0.0,14.89,0.0,0.0
294,0.4,360.0,1506.0,2.0,0.0,78.0,0.0,10.0,0.02032,0.008128
295,0.4,200.0,837.0,3.33,0.0,66.67,0.0,13.33,0.0,0.0
296,0.3,333.0,1393.0,3.33,0.0,71.11,0.0,13.33,0.0,0.0
297,0.4,397.0,1661.0,6.9,0.0,68.97,0.0,20.69,0.0,0.0
298,0.4,365.0,1527.0,7.69,1.92,61.54,0.0,15.38,0.0,0.0
299,0.4,365.0,1527.0,7.69,1.92,38.46,0.0,15.38,0.0,0.0
300,0.475,32.0,134.0,8.5,5.4,1.8,1.6,5.2,3.1,1.24
301,0.4,425.0,1778.0,7.5,1.25,72.5,0.0,17.5,0.0,0.0
302,0.4,283.0,1184.0,2.17,0.0,69.57,0.0,15.22,0.0,0.0
303,0.4,450.0,1883.0,7.5,0.0,75.0,2.5,17.5,0.0,0.0
304,0.4,333.0,1393.0,3.33,0.0,77.78,0.0,6.67,0.0,0.0
305,0.4,356.0,1490.0,2.22,0.0,95.56,0.0,13.33,0.0,0.0
306,0.4,314.0,1314.0,1.96,0.0,66.67,0.0,5.88,0.0,0.0
307,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,0.4,340.0,1423.0,3.33,1.11,73.33,2.22,11.11,0.0,0.0
309,0.275,532.0,2226.0,30.0,18.0,58.0,51.0,6.8000001907349,0.66000002622604,0.264000010490416
310,0.4625,354.0,1481.0,4.17,0.0,77.08,0.0,6.25,0.0,0.0
311,0.4,333.0,1393.0,2.94,0.0,78.43,0.0,5.88,0.0,0.0
312,0.4,353.0,1477.0,0.98,0.0,78.43,0.0,7.84,0.0,0.0
313,0.4,356.0,1490.0,0.0,0.0,80.0,0.0,6.67,0.0,0.0
314,0.4,400.0,1674.0,2.22,0.0,71.11,2.22,15.56,0.02794,0.011176
315,0.4,347.0,1452.0,12.0,0.0,72.0,0.0,12.0,0.01778,0.007112
316,0.4,300.0,1255.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0
317,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.4,500.0,2092.0,35.71,3.57,39.29,0.0,17.86,0.0,0.0
319,0.5,300.0,1255.0,0.0,0.0,83.33,66.67,0.0,0.0,0.0
320,0.375,396.0,1657.0,0.5,0.0,97.0,65.0,0.5,0.0,0.0
321,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,0.4,250.0,1046.0,0.0,0.0,62.5,52.5,2.5,0.0,0.0
323,0.4,536.0,2243.0,28.57,28.57,64.29,14.29,3.57,0.0,0.0
324,0.4,400.0,1674.0,14.55,2.73,60.0,21.82,9.09,0.1143,0.04572
325,0.4,375.0,1569.0,2.5,0.0,87.5,65.0,2.5,1.9685,0.7874
326,0.4,450.0,1883.0,22.5,12.5,70.0,42.5,5.0,1.016,0.4064
327,0.4,464.0,1941.0,17.86,0.0,60.71,17.86,17.86,0.635,0.254
328,0.5,0.0,2179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0.275,315.0,1318.0,26.0,18.0,1.0,1.0,18.5,1.2,0.48
331,0.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0.4,607.0,2540.0,46.43,5.36,32.14,10.71,21.43,1.45034,0.580136
335,0.4,225.0,941.0,0.0,0.0,55.0,47.5,2.5,0.0635,0.0254
336,0.4,607.0,2540.0,46.43,5.36,32.14,10.71,21.43,0.0,0.0
337,0.4,291.0,1218.0,0.1,0.0,70.4,65.7,2.2,0.0127,0.00508
338,0.4,350.0,1464.0,0.0,0.0,90.0,62.5,2.5,0.0,0.0
339,0.4,300.0,1255.0,0.0,0.0,75.0,62.5,2.5,0.0,0.0
340,0.4,300.0,1255.0,0.0,0.0,72.5,65.0,2.5,0.0,0.0
341,0.4,250.0,1046.0,0.0,0.0,65.0,62.5,3.75,0.0,0.0
342,0.4,325.0,1360.0,0.0,0.0,75.0,70.0,2.5,0.0635,0.0254
343,0.4,857.0,3586.0,100.0,85.71,0.0,0.0,0.0,0.0,0.0
344,0.4,347.0,1452.0,4.08,0.0,77.55,0.0,8.16,0.0,0.0
345,0.4,360.0,1506.0,1.0,0.0,82.0,0.0,8.0,0.0,0.0
346,0.4,375.0,1569.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
347,0.4,568.0,2377.0,48.65,6.76,21.62,4.05,24.32,0.0,0.0
348,0.4,600.0,2510.0,50.0,3.33,20.0,3.33,20.0,0.0,0.0
349,0.4,704.0,2946.0,70.42,7.04,14.08,7.04,7.04,0.0,0.0
350,0.4,574.0,2402.0,47.06,8.82,32.35,5.88,14.71,0.0381,0.01524
351,0.4,425.0,1778.0,6.25,0.0,75.0,0.0,17.5,0.0127,0.00508
352,0.275,203.0,849.0,18.0,0.0,44.0,0.0,28.0,0.0,0.0
353,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,0.4,38.0,159.0,0.0,0.0,8.97,6.41,1.28,0.19558,0.078232
355,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,0.475,467.0,1954.0,24.0,16.0,56.0,29.0,5.7,0.0,0.0
357,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,0.275,301.0,1259.0,6.0,2.4,52.0,29.0,9.4,0.47,0.188
359,0.275,367.0,1536.0,0.0,0.0,91.0,82.0,0.6,0.1,0.04
360,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0.275,456.0,1908.0,15.0,9.1,74.0,58.0,4.7,0.38,0.152
362,0.375,580.0,2427.0,38.0,36.0,58.0,58.0,3.0,0.5,0.2
363,0.575,384.0,1607.0,13.7,5.6,32.5,13.8,29.2,0.54,0.216
364,0.275,146.0,611.0,9.0,1.3,3.7,0.25,12.8,0.73,0.292
365,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,0.275,396.0,1657.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0
368,0.2625,400.0,1674.0,20.0,3.8,51.0,35.0,2.9,0.75,0.3
369,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,0.375,823.0,3389.0,91.5,12.6,0.0,0.0,0.0,0.0025,0.001
373,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,0.3625,500.0,2092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,0.275,484.0,2025.0,23.0,13.0,64.0,36.0,1.3,0.0,0.0
377,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,0.275,461.0,1929.0,14.0,1.5,80.0,37.0,3.0,0.04,0.016
379,0.8875,0.0,450.0,2.2,0.9,15.3,0.5,6.8,0.7,0.28
380,0.775,0.0,455.0,4.2,2.1,12.5,1.4,4.4,0.6,0.24
381,0.275,352.0,1473.0,5.7,4.9,72.2,2.0,2.5,6.8,2.72
382,0.8875,290.0,1210.0,12.0,7.0,23.0,0.0,22.0,2.16,0.864
383,0.275,460.0,1925.0,16.0,1.3,68.0,61.0,10.0,0.08,0.032
384,0.275,25.0,105.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
385,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,0.275,393.0,1644.0,0.5,0.4,97.0,71.0,0.2,0.31,0.124
387,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,0.375,284.0,1188.0,11.2,9.3,42.8,24.3,3.1,0.23,0.092
389,0.475,541.0,2264.0,31.0,16.0,59.0,22.0,6.4,0.58,0.232
390,0.275,529.0,2213.0,29.0,18.0,59.0,2.7,7.2,2.3,0.92
391,0.2625,505.0,2113.0,25.0,16.0,64.0,25.0,6.4,0.59,0.236
392,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,0.275,479.0,2004.0,20.0,11.0,69.0,59.0,4.0,1.0,0.4
394,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,0.275,899.0,3761.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0.375,823.0,3388.0,92.0,12.0,0.0,0.0,0.0,0.0,0.0
397,0.275,284.0,1188.0,11.2,9.3,42.8,24.3,3.1,0.09,0.036
398,0.8875,363.0,1520.0,14.4,0.0,54.1,28.1,4.79,0.922,0.369
399,0.2875,71.0,297.0,2.5,1.1,4.4,2.1,6.7,0.67,0.268
400,0.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,0.3625,1.0,4.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0
402,0.375,222.0,929.0,0.0,0.0,50.8,50.6,0.8,0.0,0.0
403,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,0.275,349.0,1460.0,0.3,0.1,80.7,13.8,3.4,5.6,2.24
406,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,0.9875,0.0,1952.4,15.3,11.2,75.5,69.8,6.8,0.5,0.2
408,0.275,330.0,1381.0,0.5,0.09,75.9,4.4,3.1,5.1,2.04
409,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,0.275,115.0,481.0,21.0,0.3,21.1,2.4,2.2,0.5,0.2
411,0.275,284.0,1188.0,18.0,7.0,0.5,0.5,30.0,5.0,2.0
412,0.475,150.0,628.0,5.3,3.4,22.0,13.0,3.3,0.12,0.048
413,0.275,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4
414,0.375,77.0,322.0,1.0,0.3,2.0,2.0,15.0,1.8,0.72
415,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,0.4,0.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,0.475,86.0,360.0,1.5,0.5,3.0,2.2,15.0,1.9,0.76
419,0.375,423.0,1770.0,7.3,0.6,85.4,85.4,3.0,0.02,0.008
420,0.275,423.0,1770.0,7.3,0.6,85.4,85.4,3.0,0.02,0.008
421,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,0.275,99.0,414.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0
423,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,0.2,180.0,753.0,10.8,4.25,18.3,0.24,18.3,0.0,0.0
425,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,0.275,154.0,644.0,4.8,1.6,21.0,2.2,5.5,0.45,0.18
429,0.375,226.0,946.0,0.0,0.0,56.8,56.0,1.0,0.0,0.0
430,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,0.375,551.0,2305.0,34.0,5.0,53.0,51.0,6.0,0.0,0.0
435,0.275,470.0,1966.0,15.0,9.7,76.0,54.0,4.1,0.01,0.004
436,0.8875,260.0,1090.0,10.7,2.0,38.7,24.7,3.33,0.647,0.259
437,0.2625,102.0,427.0,2.7,1.4,15.0,14.0,4.5,0.11,0.044
438,0.2,135.0,565.0,4.5,2.3,20.0,20.0,4.2,0.18,0.072
439,0.275,388.0,1623.0,0.5,0.1,97.0,70.0,0.5,0.0,0.0
440,0.275,471.0,1971.0,15.0,1.3,75.0,70.0,4.6,0.03,0.012
441,0.375,42.0,176.0,0.0,0.0,9.95,9.67,0.0,0.0,0.0
442,0.275,133.0,556.0,6.0,2.0,19.0,11.0,3.5,0.1,0.04
443,0.275,45.0,188.0,2.4,0.3,3.8,3.3,1.2,1.049,0.4196
444,0.6875,154.0,644.0,8.8,1.5,12.7,8.5,5.0,0.0,0.0
445,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,0.475,470.0,1966.0,15.0,9.7,76.0,54.0,4.1,0.01,0.004
449,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,0.275,508.0,2125.0,30.5,11.9,55.9,50.8,10.2,0.9,0.36
453,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,0.275,470.0,1966.0,15.0,9.7,76.0,54.0,4.1,0.01,0.004
455,0.475,197.0,824.0,4.7,2.9,25.0,2.1,11.0,1.5,0.6
456,0.275,277.0,1159.0,17.8,11.6,19.9,1.7,8.7,0.5,0.2
457,0.275,471.0,1971.0,15.0,1.3,75.0,70.0,4.6,0.03,0.012
458,0.9875,278.0,1160.0,1.11,0.333,53.3,1.11,10.0,1.52,0.61
459,0.375,391.66666666667,1639.0,8.3333333333333,0.0,83.333333333333,0.0,8.3333333333333,0.0,0.0
460,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,0.475,48.0,201.0,4.4,0.52,0.6,0.6,1.8,0.0,0.0
462,0.5875,369.0,1540.0,5.2,1.7,0.1,0.1,80.6,0.3,0.12
463,0.375,655.0,2741.0,64.5,10.1,11.8,1.0,5.9,2.4,0.96
464,0.375,657.0,2749.0,64.599998474121,10.0,12.199999809265,1.0,5.8000001907349,2.4000000953674,0.96000003814696
465,0.275,642.0,2686.0,62.7,9.7,12.2,1.0,6.3,2.4,0.96
466,0.8,561.0,2318.0,53.2,9.6,11.7,0.5,8.2,2.7,1.08
467,0.275,388.0,1623.0,41.7,3.3,0.6,0.6,1.2,2.9,1.16
468,0.8,268.0,1104.0,27.4,3.9,1.8,0.0,1.9,2.7,1.08
469,0.275,700.0,2929.0,67.1,10.0,12.8,1.0,9.8,1.1,0.44
470,0.375,451.0,1887.0,38.8,5.6,17.9,9.4,5.2,1.96,0.784
471,0.3625,214.0,895.0,4.4,0.6,35.9,3.0,3.7,0.9,0.36
472,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,0.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,0.8875,51.0,213.0,0.0,0.0,14.0,0.0,0.0,1.0,0.4
481,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,0.275,464.0,1941.0,16.0,8.0,71.0,24.0,7.0,0.76,0.304
485,0.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,0.5625,48.0,201.0,0.0,0.0,13.3,12.7,0.0,0.05,0.02
488,0.375,83.333333333333,349.0,0.0,0.0,21.527777777778,20.138888888889,2.0833333333333,0.026041666666668,0.0104166666666672
489,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,0.9875,114.0,478.0,6.79,2.86,7.86,0.714,5.36,0.499,0.2
491,0.7625,180.0,751.0,10.2,0.0,16.6,0.0,33.9,0.735,0.294
492,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,0.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,0.8875,377.0,1577.0,0.5,0.1,93.0,66.0,1.5,0.02,0.008
496,0.7875,400.0,1674.0,0.0,0.0,93.3,93.3,0.0,0.0,0.0
497,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0.275,186.0,778.0,8.0,1.3,0.5,0.5,28.0,2.3,0.92
499,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,0.2625,553.0,2314.0,39.1,23.8,37.5,32.6,7.4,0.04,0.016
502,0.275,566.0,2368.0,36.7,22.5,51.3,50.4,6.7,0.79,0.316
503,0.2875,570.0,2385.0,36.8,22.7,51.7,51.7,7.9,1.15,0.46
504,0.5875,4.0,17.0,0.1,0.1,0.1,0.1,0.1,0.001,0.0004
505,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
